date,actuals.cases,actuals.deaths,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2020-08-20,5555000.0,173226.0,47451.6,0.0786952741020794,0.6631761298996793,0.31475333540179956,0.3354017995656221,0.05244152595372108,0.1170569105691057
2020-08-21,5602820.0,174390.0,46551.9,0.0785773156899811,0.6643137863274382,0.31394663357120695,0.33529320508842697,0.05244152595372108,0.1170569105691057
2020-08-22,5646514.0,175333.0,46313.9,0.07875349716446124,0.6660202709690765,0.3162271175923053,0.3363636363636364,0.05244152595372108,0.1170569105691057
2020-08-23,5678536.0,175765.0,46013.1,0.07877013232514178,0.6632536973833901,0.3152342538008067,0.3364412038473472,0.05244152595372108,0.1170569105691057
2020-08-24,5718811.0,176256.0,46492.3,0.07902797731568997,0.6670803599131244,0.3154359292584549,0.33704623022029173,0.05244152595372108,0.1170569105691057
2020-08-25,5758132.0,177450.0,46688.6,0.0789406427221172,0.6666149550108594,0.31413279553211293,0.335107043127521,0.05244152595372108,0.1170569105691057
2020-08-26,5802994.0,178616.0,46878.3,0.0790718336483932,0.6694849519081602,0.31638225255972696,0.3371393112007447,0.05244152595372108,0.1170569105691057
2020-08-27,5848522.0,179739.0,47455.6,0.07930207939508506,0.671941255559003,0.3170648464163823,0.33791498603785297,0.05244152595372108,0.1170569105691057
2020-08-28,5894572.0,180725.0,47450.1,0.08014820415879016,0.6683990071362085,0.31672354948805465,0.3384734719205709,0.05244152595372108,0.1170569105691057
2020-08-29,5938673.0,181598.0,47891.4,0.0808124763705104,0.6733891819216051,0.3171889543903196,0.3383648774433758,0.05244152595372108,0.1170569105691057
2020-08-30,5971829.0,181969.0,48308.8,0.08088279773156899,0.6715534181404488,0.3170648464163823,0.3387061743717034,0.05244152595372108,0.1170569105691057
2020-08-31,6008108.0,182455.0,48218.1,0.08158563327032137,0.6711397248939912,0.316754576481539,0.33869066087496125,0.05244152595372108,0.1170569105691057
2020-09-01,6048203.0,183526.0,48543.8,0.08181814744801512,0.6699245009825214,0.3183834936394664,0.339699038163202,0.05244152595372108,0.1170569105691057
2020-09-02,6080311.0,184603.0,48826.5,0.08119962192816635,0.674526838349364,0.31807322370462304,0.3401179025752405,0.05244152595372108,0.1170569105691057
2020-09-03,6125153.0,185672.0,49003.8,0.08018223062381852,0.670751887475437,0.3157461991932982,0.3377598510704313,0.05244152595372108,0.1170569105691057
2020-09-04,6180474.0,186630.0,49748.6,0.07850926275992438,0.6682180163408832,0.31701830592615576,0.33724790567793983,0.05244152595372108,0.1170569105691057
2020-09-05,6222093.0,187371.0,49255.0,0.07718449905482042,0.6664856758713414,0.31940738442444927,0.3387061743717034,0.05244152595372108,0.1170569105691057
2020-09-06,6251832.0,187776.0,48663.7,0.0767992438563327,0.6658651360016549,0.3172354948805461,0.3375892026062675,0.05244152595372108,0.1170569105691057
2020-09-07,6276926.0,188030.0,47880.5,0.07535425330812855,0.6594528906815595,0.3145671734408936,0.33426931430344403,0.05244152595372108,0.1170569105691057
2020-09-08,6305979.0,188475.0,45739.4,0.07521058601134215,0.6536353294032474,0.3065156686317096,0.3275985107043128,0.05244152595372108,0.1170569105691057
2020-09-09,6339519.0,189634.0,44021.4,0.07444499054820417,0.6459044368600683,0.30392491467576793,0.3256903506050264,0.05244152595372108,0.1170569105691057
2020-09-10,6377724.0,190538.0,42853.0,0.07346049149338374,0.6387423725307684,0.29989140552280485,0.3221222463543283,0.05244152595372108,0.1170569105691057
2020-09-11,6424817.0,191740.0,42487.8,0.07121852551984877,0.6337004860895645,0.29868135277691593,0.3199503568104251,0.05244152595372108,0.1170569105691057
2020-09-12,6464387.0,192429.0,43037.8,0.07082306238185256,0.6384579584238287,0.30170648464163824,0.32268073223704624,0.05244152595372108,0.1170569105691057
2020-09-13,6495663.0,192823.0,43855.6,0.07018525519848771,0.6431120074464785,0.3043437790878064,0.3249457027614025,0.05244152595372108,0.1170569105691057
2020-09-14,6532166.0,193262.0,45127.1,0.06989943289224954,0.6470938049436343,0.30811355879615265,0.3286999689730065,0.05244152595372108,0.1170569105691057
2020-09-15,6568420.0,194514.0,47288.1,0.06912665406427221,0.6591167649188128,0.31540490226497053,0.3339435308718586,0.05244152595372108,0.1170569105691057
2020-09-16,6608194.0,195512.0,49596.0,0.06839168241965973,0.6672613507084497,0.3223549488054608,0.34050573999379463,0.05244152595372108,0.1170569105691057
2020-09-17,6652918.0,196348.0,51464.8,0.06826427221172023,0.6746302616609784,0.3285448340055849,0.34643189574930194,0.05244152595372108,0.1170569105691057
2020-09-18,6700572.0,197265.0,53002.3,0.06924461247637051,0.6780949426000621,0.33301272106732865,0.35060502637294444,0.05244152595372108,0.1170569105691057
2020-09-19,6742122.0,197944.0,54323.6,0.06942155009451796,0.6800858413486399,0.33561898852001243,0.35173751163512257,0.05244152595372108,0.1170569105691057
2020-09-20,6775847.0,198168.0,55327.6,0.0692461247637051,0.6838090805667597,0.3399007136208501,0.3564691281414831,0.05244152595372108,0.1170569105691057
2020-09-21,6810903.0,198566.0,56569.9,0.06999357277882798,0.6875840314406868,0.3399317406143345,0.3570741545144276,0.05244152595372108,0.1170569105691057
2020-09-22,6848028.0,199506.0,57079.9,0.07038147448015122,0.6897300651566863,0.3420570896680112,0.358609990691902,0.05244152595372108,0.1170569105691057
