date,actuals.cases,actuals.deaths,metrics.deathDensity,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2021-04-26,31783476.0,568999.0,6.159498532246373,44015.7,0.05679221614667096,0.6678046761845644,0.30570039313056074,0.32247568797848125,0.2558111292962357,0.33260065466448446
2021-04-27,31833884.0,569681.0,6.162205685577321,43550.0,0.056692183981987776,0.6689168218497827,0.3032484998965446,0.3212342230498655,0.25779345335515547,0.33373846153846154
2021-04-28,31890994.0,570629.0,6.171428159659416,43025.4,0.056635574139594726,0.6654252017380509,0.30200703496792886,0.3192168425408649,0.26115777414075286,0.33579934533551553
2021-04-29,31947832.0,571476.0,6.178385752500964,42631.4,0.05711579285944034,0.6637699151665631,0.3015725222429133,0.31841506310780054,0.26457512274959083,0.33765695581014726
2021-04-30,32005346.0,572319.0,6.184801369439879,42211.8,0.05696815696365391,0.667571901510449,0.302922615352783,0.3189271673908546,0.2678733224222586,0.33968346972176755
2021-05-01,32049629.0,573018.0,6.1908773425662815,41664.5,0.057155033772917335,0.667106352162218,0.2999327539830334,0.3161493896130768,0.2714189852700491,0.3415937806873977
2021-05-02,32079244.0,573321.0,6.195763787184108,41583.6,0.057032164683177865,0.6646234223049865,0.2998810262776743,0.31664080281398715,0.2734150572831424,0.34269754500818334
2021-05-03,32127374.0,573761.0,6.20030059338589,41358.8,0.05701511740109359,0.6660200703496792,0.29817401200082766,0.3156165942478792,0.2745947626841244,0.34310900163666125
2021-05-04,32167624.0,574635.0,6.2051934031374945,41004.5,0.05717626246381473,0.6658390233809228,0.29668942685702465,0.3144009931719429,0.2765528641571195,0.3441813420621931
2021-05-05,32214736.0,575416.0,6.211918190482994,39903.0,0.05675297523319395,0.6578470929029588,0.29123732671218705,0.30938340575212087,0.2792212765957447,0.34553224222585927
2021-05-06,32261715.0,576231.0,6.220888002086415,38941.8,0.05638887101962045,0.6468032278088144,0.2873111938754397,0.3058141940823505,0.28143600654664486,0.3466648117839607
2021-05-07,32308430.0,577078.0,6.227391278615498,38027.3,0.05561820521067867,0.638268156424581,0.2819832402234637,0.29907924684461,0.2854729950900164,0.3486186579378069
2021-05-08,32342076.0,577690.0,6.231071696152506,37267.9,0.05510614345448697,0.6311555969377198,0.2797692944340989,0.2967566728739913,0.28859018003273323,0.3500324058919803
2021-05-09,32364160.0,577925.0,6.233089073912962,36271.3,0.05400868446445803,0.6218963376784605,0.275103455410718,0.29177529484792053,0.2906824877250409,0.3511643207855974
2021-05-10,32399070.0,578277.0,6.234495911851909,35453.9,0.05332518494692828,0.6129474446513552,0.26987378439892407,0.2873680943513346,0.29248576104746316,0.35197414075286415
